-1.088,-19.55,-66.98,-102.1,520.0,549.4,528.8,578.1,525.1,527.0,557.8,560.8,615.3,611.1,595.9,559.7,488.9,326.8,-28.57
-1.042,-19.84,-67.78,-102.7,524.0,556.3,532.0,579.2,525.0,526.1,556.3,558.9,612.9,608.3,592.8,556.2,485.2,323.9,-28.52
-1.019,-20.81,-68.61,-103.0,523.6,561.1,533.8,579.5,524.5,525.0,554.7,556.8,610.4,605.5,589.6,552.7,481.5,321.0,-28.48
-1.002,-22.11,-69.46,-103.3,520.2,564.4,534.9,579.5,523.8,523.8,553.1,554.6,607.8,602.6,586.4,549.2,477.6,318.0,-28.44
-0.9789,-23.26,-70.8,-103.6,515.3,566.9,535.6,579.2,523.0,522.5,551.3,552.4,605.2,599.7,583.1,545.5,473.7,314.9,-28.42
-0.9512,-23.91,-72.21,-104.1,507.4,569.1,536.3,579.0,522.3,521.2,549.5,550.2,602.7,596.9,580.0,542.0,470.0,311.9,-28.4
-0.9317,-24.07,-72.49,-104.0,486.7,562.9,531.5,575.0,518.9,518.3,546.5,547.2,599.9,594.0,576.9,538.6,466.3,309.1,-28.39
-0.936,-24.09,-72.53,-104.0,470.7,558.9,528.8,572.3,516.1,515.2,542.8,543.1,595.8,589.6,572.2,533.7,461.2,305.3,-28.39
-0.9659,-24.24,-72.75,-104.3,468.3,560.8,528.6,571.0,514.3,513.0,540.0,539.7,592.4,586.0,568.3,529.5,456.9,302.1,-28.4
-1.022,-24.51,-73.16,-104.7,460.5,559.6,527.4,569.6,512.6,511.0,537.5,536.8,589.5,582.8,564.9,525.7,452.9,299.1,-28.42
-1.105,-24.89,-73.76,-105.3,454.2,558.5,526.0,567.8,510.5,508.5,534.3,533.1,585.8,578.7,560.2,520.6,447.3,294.7,-28.45
-1.218,-25.39,-74.53,-106.2,448.7,556.4,523.6,564.8,506.8,504.2,528.8,526.6,579.1,571.1,551.7,510.9,436.8,286.0,-28.49
-1.361,-25.99,-75.47,-107.2,444.5,554.5,521.4,562.1,503.6,500.4,524.0,521.0,573.5,565.0,545.0,503.7,429.2,280.7,-28.54
-1.538,-26.7,-76.57,-108.3,441.8,553.3,519.9,560.2,501.4,497.9,520.7,517.3,570.1,561.4,541.3,499.8,425.3,278.3,-28.59
-1.749,-27.5,-77.81,-109.7,439.9,551.8,518.2,558.3,499.3,495.6,518.0,514.3,567.5,558.7,538.5,496.9,422.5,276.4,-28.65
-1.996,-28.38,-79.18,-111.1,438.3,549.8,516.4,556.4,497.3,493.5,515.4,511.5,565.2,556.2,536.0,494.2,419.9,274.7,-28.71
-2.279,-29.32,-80.66,-112.7,437.5,547.6,514.5,554.5,495.3,491.5,512.9,508.9,563.1,554.0,533.8,492.0,417.7,273.4,-28.78
