! Time     Wind    Wind    Vertical    Horiz.      Pwr.Law     Lin.Vert.   Gust     Upflow
!          Speed   Dir     Speed       Shear       Vert.Shr    Shear       Speed    Angle 
! (sec)    (m/s)   (Deg)   (m/s)                                            (m/s)   (deg)
0.48000  11.28633 -12.09075  1.02002  0.00000  0.10000  0.00000  0.00000  0.00000
0.49000  11.38607 -12.05542  1.32595  0.00000  0.10000  0.00000  0.00000  0.00000
0.50000  11.31461 -12.22561  1.21208  0.00000  0.10000  0.00000  0.00000  0.00000
0.51000  11.87052 -13.81690  1.16398  0.00000  0.10000  0.00000  0.00000  0.00000
0.52000  11.96211 -15.89002  1.14989  0.00000  0.10000  0.00000  0.00000  0.00000
0.53000  11.36094 -13.80006  1.31396  0.00000  0.10000  0.00000  0.00000  0.00000
0.54000  11.62540 -11.42607  1.86298  0.00000  0.10000  0.00000  0.00000  0.00000
0.55000  11.53417 -12.67589  1.99495  0.00000  0.10000  0.00000  0.00000  0.00000
0.56000  11.60523 -12.95095  2.03204  0.00000  0.10000  0.00000  0.00000  0.00000
0.57000  11.12965 -10.97584  1.97706  0.00000  0.10000  0.00000  0.00000  0.00000
0.58000  10.86508 -10.67702  1.64306  0.00000  0.10000  0.00000  0.00000  0.00000
0.59000  10.68115 -8.67472  1.37696  0.00000  0.10000  0.00000  0.00000  0.00000
0.60000  10.82879 -6.12298  1.47097  0.00000  0.10000  0.00000  0.00000  0.00000
0.61000  10.55487 -7.64976  1.42098  0.00000  0.10000  0.00000  0.00000  0.00000
0.62000  10.92938 -9.76613  1.50589  0.00000  0.10000  0.00000  0.00000  0.00000
0.63000  10.89974 -7.27341  1.78188  0.00000  0.10000  0.00000  0.00000  0.00000
0.64000  11.20128 -7.07785  1.84298  0.00000  0.10000  0.00000  0.00000  0.00000
0.65000  11.19046 -6.24861  1.83311  0.00000  0.10000  0.00000  0.00000  0.00000
0.66000  11.36220 -4.76078  1.30698  0.00000  0.10000  0.00000  0.00000  0.00000
0.67000  10.83784 -6.69250  1.24694  0.00000  0.10000  0.00000  0.00000  0.00000
0.68000  10.97268 -8.07334  1.39996  0.00000  0.10000  0.00000  0.00000  0.00000
0.69000  10.81049 -7.58013  1.37912  0.00000  0.10000  0.00000  0.00000  0.00000
0.70000  10.59915 -8.07576  1.29301  0.00000  0.10000  0.00000  0.00000  0.00000
0.71000  11.29524 -6.39981  1.29798  0.00000  0.10000  0.00000  0.00000  0.00000
0.72000  11.13452 -6.45106  1.22501  0.00000  0.10000  0.00000  0.00000  0.00000
0.73000  11.39470 -6.99205  1.36411  0.00000  0.10000  0.00000  0.00000  0.00000
0.74000  10.88279 -6.00696  1.19694  0.00000  0.10000  0.00000  0.00000  0.00000
0.75000  11.15302 -6.18655  1.05702  0.00000  0.10000  0.00000  0.00000  0.00000
0.76000  11.09259 -9.09738  1.24901  0.00000  0.10000  0.00000  0.00000  0.00000
0.77000  11.01844 -9.34941  0.95593  0.00000  0.10000  0.00000  0.00000  0.00000
0.78000  11.03193 -7.47977  0.69301  0.00000  0.10000  0.00000  0.00000  0.00000
0.79000  10.92996 -8.69862  0.84889  0.00000  0.10000  0.00000  0.00000  0.00000
0.80000  10.90835 -8.00489  1.04300  0.00000  0.10000  0.00000  0.00000  0.00000
0.81000  10.84730 -9.45058  0.82206  0.00000  0.10000  0.00000  0.00000  0.00000
0.82000  10.93238 -6.86192  0.81399  0.00000  0.10000  0.00000  0.00000  0.00000
0.83000  10.75072 -7.53081  0.75396  0.00000  0.10000  0.00000  0.00000  0.00000
0.84000  11.11989 -7.76203  0.15815  0.00000  0.10000  0.00000  0.00000  0.00000
0.85000  11.48522 -8.05315  0.60019  0.00000  0.10000  0.00000  0.00000  0.00000
0.86000  11.42035 -8.69738  0.25196  0.00000  0.10000  0.00000  0.00000  0.00000
0.87000  11.51923 -9.56911  0.50790  0.00000  0.10000  0.00000  0.00000  0.00000
0.88000  11.40236 -10.94056  0.41404  0.00000  0.10000  0.00000  0.00000  0.00000
0.89000  11.25062 -11.31346  0.57696  0.00000  0.10000  0.00000  0.00000  0.00000
0.90000  11.48091 -7.79029  0.79200  0.00000  0.10000  0.00000  0.00000  0.00000
0.91000  11.23169 -8.37059  0.73005  0.00000  0.10000  0.00000  0.00000  0.00000
0.92000  11.23459 -9.42074  1.00198  0.00000  0.10000  0.00000  0.00000  0.00000
0.93000  11.22516 -9.28868  1.13204  0.00000  0.10000  0.00000  0.00000  0.00000
0.94000  11.64416 -7.59035  1.33096  0.00000  0.10000  0.00000  0.00000  0.00000
0.95000  11.80225 -8.45368  1.24501  0.00000  0.10000  0.00000  0.00000  0.00000
0.96000  11.73187 -7.59228  1.26598  0.00000  0.10000  0.00000  0.00000  0.00000
0.97000  11.90187 -6.07248  1.40805  0.00000  0.10000  0.00000  0.00000  0.00000
0.98000  11.91148 -6.61920  1.53496  0.00000  0.10000  0.00000  0.00000  0.00000
0.99000  11.98673 -7.09708  1.41499  0.00000  0.10000  0.00000  0.00000  0.00000
1.00000  11.98845 -8.49086  1.04893  0.00000  0.10000  0.00000  0.00000  0.00000
1.01000  12.22569 -9.61464  1.05910  0.00000  0.10000  0.00000  0.00000  0.00000
1.02000  12.06630 -11.06551  0.84212  0.00000  0.10000  0.00000  0.00000  0.00000
1.03000  12.16721 -10.66167  0.79315  0.00000  0.10000  0.00000  0.00000  0.00000
1.04000  11.95891 -8.35180  0.53600  0.00000  0.10000  0.00000  0.00000  0.00000
1.05000  11.81434 -9.45081  0.43621  0.00000  0.10000  0.00000  0.00000  0.00000
1.06000  11.55477 -8.69245  0.56772  0.00000  0.10000  0.00000  0.00000  0.00000
1.07000  11.53640 -7.48548  0.74607  0.00000  0.10000  0.00000  0.00000  0.00000
1.08000  11.15497 -11.10702  0.82106  0.00000  0.10000  0.00000  0.00000  0.00000
1.09000  11.27771 -9.43721  0.54905  0.00000  0.10000  0.00000  0.00000  0.00000
1.10000  11.16173 -9.07693  1.10293  0.00000  0.10000  0.00000  0.00000  0.00000
1.11000  10.91015 -10.96800  0.94606  0.00000  0.10000  0.00000  0.00000  0.00000
1.12000  11.11808 -10.15300  1.11717  0.00000  0.10000  0.00000  0.00000  0.00000
1.13000  11.27633 -10.76421  0.77995  0.00000  0.10000  0.00000  0.00000  0.00000
1.14000  11.29336 -11.98362  0.56212  0.00000  0.10000  0.00000  0.00000  0.00000
1.15000  10.95945 -10.60996  0.69485  0.00000  0.10000  0.00000  0.00000  0.00000
1.16000  11.18440 -10.09830  0.84118  0.00000  0.10000  0.00000  0.00000  0.00000
1.17000  10.96771 -10.02918  0.81711  0.00000  0.10000  0.00000  0.00000  0.00000
1.18000  10.75434 -12.43522  0.95694  0.00000  0.10000  0.00000  0.00000  0.00000
1.19000  10.66519 -13.09238  1.13712  0.00000  0.10000  0.00000  0.00000  0.00000
1.20000  10.85703 -11.81589  0.78014  0.00000  0.10000  0.00000  0.00000  0.00000
1.21000  10.68881 -10.52261  0.73790  0.00000  0.10000  0.00000  0.00000  0.00000
1.22000  10.76285 -11.59961  0.92598  0.00000  0.10000  0.00000  0.00000  0.00000
1.23000  10.70098 -11.90299  0.84591  0.00000  0.10000  0.00000  0.00000  0.00000
1.24000  10.72604 -13.47153  0.50795  0.00000  0.10000  0.00000  0.00000  0.00000
1.25000  10.78681 -10.62021  0.68394  0.00000  0.10000  0.00000  0.00000  0.00000
1.26000  11.04141 -10.20389  0.58696  0.00000  0.10000  0.00000  0.00000  0.00000
1.27000  11.24538 -11.12101  0.50008  0.00000  0.10000  0.00000  0.00000  0.00000
1.28000  10.97371 -11.26660  0.47818  0.00000  0.10000  0.00000  0.00000  0.00000
1.29000  11.04212 -10.53521  0.07815  0.00000  0.10000  0.00000  0.00000  0.00000
1.30000  10.89161 -12.10904  0.03899  0.00000  0.10000  0.00000  0.00000  0.00000
1.31000  11.06156 -9.93243  0.26975  0.00000  0.10000  0.00000  0.00000  0.00000
1.32000  10.74757 -10.39998  0.28095  0.00000  0.10000  0.00000  0.00000  0.00000
1.33000  10.83193 -11.88059  0.43500  0.00000  0.10000  0.00000  0.00000  0.00000
1.34000  10.89920 -13.18561  0.40194  0.00000  0.10000  0.00000  0.00000  0.00000
1.35000  11.16059 -13.56617  0.34770  0.00000  0.10000  0.00000  0.00000  0.00000
1.36000  11.13266 -12.03480  0.51107  0.00000  0.10000  0.00000  0.00000  0.00000
1.37000  10.88021 -12.13978  0.84578  0.00000  0.10000  0.00000  0.00000  0.00000
1.38000  11.11003 -13.88999  0.71605  0.00000  0.10000  0.00000  0.00000  0.00000
1.39000  10.93735 -13.50310  0.86603  0.00000  0.10000  0.00000  0.00000  0.00000
1.40000  11.15151 -13.32879  0.96787  0.00000  0.10000  0.00000  0.00000  0.00000
1.41000  10.97992 -13.73364  1.36020  0.00000  0.10000  0.00000  0.00000  0.00000
1.42000  10.96921 -12.83620  1.30895  0.00000  0.10000  0.00000  0.00000  0.00000
1.43000  11.05797 -12.49698  1.45313  0.00000  0.10000  0.00000  0.00000  0.00000
1.44000  11.16313 -13.60504  1.81896  0.00000  0.10000  0.00000  0.00000  0.00000
1.45000  11.32161 -13.56179  1.68207  0.00000  0.10000  0.00000  0.00000  0.00000
1.46000  11.32421 -14.05504  1.24207  0.00000  0.10000  0.00000  0.00000  0.00000
1.47000  11.46908 -11.57401  1.26888  0.00000  0.10000  0.00000  0.00000  0.00000
1.48000  11.10204 -12.35168  1.49195  0.00000  0.10000  0.00000  0.00000  0.00000
1.49000  11.17423 -13.33424  1.52787  0.00000  0.10000  0.00000  0.00000  0.00000
1.50000  10.90630 -13.98570  1.70865  0.00000  0.10000  0.00000  0.00000  0.00000
1.51000  11.07424 -14.34176  1.56218  0.00000  0.10000  0.00000  0.00000  0.00000
1.52000  10.71502 -13.83963  1.74117  0.00000  0.10000  0.00000  0.00000  0.00000
1.53000  10.83206 -15.05626  1.62480  0.00000  0.10000  0.00000  0.00000  0.00000
1.54000  10.90461 -15.50535  1.51580  0.00000  0.10000  0.00000  0.00000  0.00000
1.55000  10.85967 -15.53562  1.62278  0.00000  0.10000  0.00000  0.00000  0.00000
1.56000  10.88777 -12.21767  1.62607  0.00000  0.10000  0.00000  0.00000  0.00000
1.57000  10.72041 -12.77203  1.55599  0.00000  0.10000  0.00000  0.00000  0.00000
1.58000  10.77002 -13.71195  1.45304  0.00000  0.10000  0.00000  0.00000  0.00000
1.59000  11.01122 -15.57794  1.33517  0.00000  0.10000  0.00000  0.00000  0.00000
1.60000  11.24386 -15.91419  0.71381  0.00000  0.10000  0.00000  0.00000  0.00000
1.61000  11.10902 -14.00329  1.05496  0.00000  0.10000  0.00000  0.00000  0.00000
1.62000  10.97118 -14.88426  0.89096  0.00000  0.10000  0.00000  0.00000  0.00000
1.63000  11.13673 -13.11986  1.01380  0.00000  0.10000  0.00000  0.00000  0.00000
1.64000  10.86293 -12.48399  1.24211  0.00000  0.10000  0.00000  0.00000  0.00000
1.65000  11.26051 -11.96741  1.07822  0.00000  0.10000  0.00000  0.00000  0.00000
1.66000  11.44390 -12.04553  0.87417  0.00000  0.10000  0.00000  0.00000  0.00000
1.67000  11.46588 -10.41168  0.57502  0.00000  0.10000  0.00000  0.00000  0.00000
1.68000  11.63787 -8.43959  1.20187  0.00000  0.10000  0.00000  0.00000  0.00000
1.69000  11.86108 -7.91805  1.15496  0.00000  0.10000  0.00000  0.00000  0.00000
1.70000  11.94632 -9.25357  1.06796  0.00000  0.10000  0.00000  0.00000  0.00000
1.71000  11.89734 -7.80783  1.33180  0.00000  0.10000  0.00000  0.00000  0.00000
1.72000  11.72923 -9.86141  1.51710  0.00000  0.10000  0.00000  0.00000  0.00000
1.73000  11.91938 -11.97925  1.24499  0.00000  0.10000  0.00000  0.00000  0.00000
1.74000  11.88432 -11.58815  0.95893  0.00000  0.10000  0.00000  0.00000  0.00000
1.75000  11.41359 -10.93874  0.85501  0.00000  0.10000  0.00000  0.00000  0.00000
1.76000  11.57258 -11.94924  0.78399  0.00000  0.10000  0.00000  0.00000  0.00000
1.77000  11.38878 -10.77515  0.81690  0.00000  0.10000  0.00000  0.00000  0.00000
1.78000  11.46055 -9.72668  0.93197  0.00000  0.10000  0.00000  0.00000  0.00000
1.79000  11.29314 -11.12938  0.76505  0.00000  0.10000  0.00000  0.00000  0.00000
1.80000  11.39201 -10.22814  1.09074  0.00000  0.10000  0.00000  0.00000  0.00000
1.81000  11.32833 -8.63784  1.11812  0.00000  0.10000  0.00000  0.00000  0.00000
1.82000  11.43164 -9.88214  0.99779  0.00000  0.10000  0.00000  0.00000  0.00000
1.83000  11.56766 -9.89125  0.73027  0.00000  0.10000  0.00000  0.00000  0.00000
1.84000  11.56470 -7.60208  0.87952  0.00000  0.10000  0.00000  0.00000  0.00000
1.85000  11.15704 -7.86099  0.87292  0.00000  0.10000  0.00000  0.00000  0.00000
1.86000  11.36348 -8.62535  0.94612  0.00000  0.10000  0.00000  0.00000  0.00000
1.87000  10.88958 -6.74550  0.70704  0.00000  0.10000  0.00000  0.00000  0.00000
1.88000  10.78216 -8.08229  0.62512  0.00000  0.10000  0.00000  0.00000  0.00000
1.89000  11.15434 -7.21730  0.28512  0.00000  0.10000  0.00000  0.00000  0.00000
1.90000  11.03220 -6.40800  0.29077  0.00000  0.10000  0.00000  0.00000  0.00000
1.91000  10.94686 -6.42592  0.04597  0.00000  0.10000  0.00000  0.00000  0.00000
1.92000  10.70504 -6.55534  0.15393  0.00000  0.10000  0.00000  0.00000  0.00000
1.93000  10.71663 -5.22589  0.28348  0.00000  0.10000  0.00000  0.00000  0.00000
1.94000  11.01914 -8.93068  0.76590  0.00000  0.10000  0.00000  0.00000  0.00000
1.95000  10.56361 -9.39326  0.64379  0.00000  0.10000  0.00000  0.00000  0.00000
1.96000  10.61541 -9.91931  0.54527  0.00000  0.10000  0.00000  0.00000  0.00000
1.97000  10.41125 -10.21868  0.61101  0.00000  0.10000  0.00000  0.00000  0.00000
1.98000  10.07658 -9.35536  0.34320  0.00000  0.10000  0.00000  0.00000  0.00000
1.99000  10.55335 -8.55607  0.05605  0.00000  0.10000  0.00000  0.00000  0.00000
2.00000  10.79650 -9.38280 -0.08038  0.00000  0.10000  0.00000  0.00000  0.00000
2.01000  10.52621 -9.48130 -0.15105  0.00000  0.10000  0.00000  0.00000  0.00000
2.02000  10.49399 -10.71340 -0.05558  0.00000  0.10000  0.00000  0.00000  0.00000
2.03000  10.21991 -10.09202 -0.42168  0.00000  0.10000  0.00000  0.00000  0.00000
2.04000  10.19911 -12.03251 -0.25206  0.00000  0.10000  0.00000  0.00000  0.00000
2.05000  10.15540 -8.56891 -0.37212  0.00000  0.10000  0.00000  0.00000  0.00000
2.06000  10.31397 -8.45864 -0.20959  0.00000  0.10000  0.00000  0.00000  0.00000
2.07000  10.21152 -7.84223  0.25781  0.00000  0.10000  0.00000  0.00000  0.00000
2.08000  10.10240 -7.62281  0.12422  0.00000  0.10000  0.00000  0.00000  0.00000
2.09000  9.98262 -9.86854  0.43077  0.00000  0.10000  0.00000  0.00000  0.00000
2.10000  10.04835 -9.65991 -0.17688  0.00000  0.10000  0.00000  0.00000  0.00000
2.11000  10.14358 -8.64720  0.14256  0.00000  0.10000  0.00000  0.00000  0.00000
2.12000  9.99146 -8.61258  0.32667  0.00000  0.10000  0.00000  0.00000  0.00000
2.13000  9.44376 -8.12224  0.04086  0.00000  0.10000  0.00000  0.00000  0.00000
2.14000  9.82052 -9.09177 -0.38979  0.00000  0.10000  0.00000  0.00000  0.00000
2.15000  9.38041 -9.13797 -0.18401  0.00000  0.10000  0.00000  0.00000  0.00000
2.16000  9.44535 -9.39541 -0.53216  0.00000  0.10000  0.00000  0.00000  0.00000
2.17000  9.74091 -9.72055 -0.49613  0.00000  0.10000  0.00000  0.00000  0.00000
2.18000  9.73608 -9.90695 -0.52498  0.00000  0.10000  0.00000  0.00000  0.00000
2.19000  9.51756 -10.47688 -0.72429  0.00000  0.10000  0.00000  0.00000  0.00000
2.20000  9.81938 -11.37015 -0.64908  0.00000  0.10000  0.00000  0.00000  0.00000
2.21000  9.73487 -10.60082 -0.54605  0.00000  0.10000  0.00000  0.00000  0.00000
2.22000  9.86131 -13.37618 -0.37635  0.00000  0.10000  0.00000  0.00000  0.00000
2.23000  9.84489 -12.60173 -0.45273  0.00000  0.10000  0.00000  0.00000  0.00000
2.24000  9.82400 -13.00029 -0.12639  0.00000  0.10000  0.00000  0.00000  0.00000
2.25000  9.46689 -12.67328 -0.30603  0.00000  0.10000  0.00000  0.00000  0.00000
2.26000  9.34555 -12.83461 -0.47177  0.00000  0.10000  0.00000  0.00000  0.00000
2.27000  9.46524 -13.49020 -0.08590  0.00000  0.10000  0.00000  0.00000  0.00000
2.28000  9.46576 -12.08005 -0.66996  0.00000  0.10000  0.00000  0.00000  0.00000
2.29000  9.59159 -15.91314 -0.81974  0.00000  0.10000  0.00000  0.00000  0.00000
2.30000  9.68059 -15.31125 -0.69322  0.00000  0.10000  0.00000  0.00000  0.00000
2.31000  9.82848 -15.25350 -0.36410  0.00000  0.10000  0.00000  0.00000  0.00000
2.32000  9.46824 -15.14693 -0.46824  0.00000  0.10000  0.00000  0.00000  0.00000
2.33000  9.77517 -16.11983 -0.15602  0.00000  0.10000  0.00000  0.00000  0.00000
2.34000  9.88624 -16.50041 -0.33104  0.00000  0.10000  0.00000  0.00000  0.00000
2.35000  9.91821 -18.46395 -0.37365  0.00000  0.10000  0.00000  0.00000  0.00000
2.36000  10.09055 -17.13493 -0.26781  0.00000  0.10000  0.00000  0.00000  0.00000
2.37000  10.02291 -18.08123 -0.27763  0.00000  0.10000  0.00000  0.00000  0.00000
2.38000  9.78287 -14.25369 -0.52269  0.00000  0.10000  0.00000  0.00000  0.00000
2.39000  9.71950 -16.62625 -0.37419  0.00000  0.10000  0.00000  0.00000  0.00000
2.40000  9.96090 -15.08276  0.01095  0.00000  0.10000  0.00000  0.00000  0.00000
2.41000  9.96193 -14.89718  0.51299  0.00000  0.10000  0.00000  0.00000  0.00000
2.42000  10.12861 -16.26372  0.00881  0.00000  0.10000  0.00000  0.00000  0.00000
2.43000  10.20694 -14.96196  0.07106  0.00000  0.10000  0.00000  0.00000  0.00000
2.44000  10.34701 -16.81458  0.27065  0.00000  0.10000  0.00000  0.00000  0.00000
2.45000  10.57104 -15.58742  0.25119  0.00000  0.10000  0.00000  0.00000  0.00000
2.46000  10.85079 -15.40325  0.03583  0.00000  0.10000  0.00000  0.00000  0.00000
2.47000  10.36081 -14.28545 -0.41898  0.00000  0.10000  0.00000  0.00000  0.00000
2.48000  10.04235 -14.18660 -0.37108  0.00000  0.10000  0.00000  0.00000  0.00000
2.49000  10.11299 -13.97328 -0.63321  0.00000  0.10000  0.00000  0.00000  0.00000
2.50000  10.14645 -16.94213 -0.25877  0.00000  0.10000  0.00000  0.00000  0.00000
2.51000  10.26177 -13.92529 -0.06147  0.00000  0.10000  0.00000  0.00000  0.00000
2.52000  10.35237 -12.93350 -0.29227  0.00000  0.10000  0.00000  0.00000  0.00000
2.53000  10.62041 -14.31742 -0.16031  0.00000  0.10000  0.00000  0.00000  0.00000
2.54000  10.97698 -12.35463 -0.11644  0.00000  0.10000  0.00000  0.00000  0.00000
2.55000  11.20499 -15.74176  0.27666  0.00000  0.10000  0.00000  0.00000  0.00000
2.56000  11.16522 -12.49796  0.57717  0.00000  0.10000  0.00000  0.00000  0.00000
2.57000  10.88018 -10.02091  0.29427  0.00000  0.10000  0.00000  0.00000  0.00000
2.58000  10.40836 -11.11138  0.33640  0.00000  0.10000  0.00000  0.00000  0.00000
2.59000  10.64083 -8.27739  0.55799  0.00000  0.10000  0.00000  0.00000  0.00000
2.60000  10.69780 -9.52593  0.52122  0.00000  0.10000  0.00000  0.00000  0.00000
2.61000  10.39717 -9.94202  0.45343  0.00000  0.10000  0.00000  0.00000  0.00000
2.62000  10.26549 -13.27609  0.14575  0.00000  0.10000  0.00000  0.00000  0.00000
2.63000  10.41943 -14.13548  0.37087  0.00000  0.10000  0.00000  0.00000  0.00000
2.64000  10.52098 -15.96297  0.69532  0.00000  0.10000  0.00000  0.00000  0.00000
2.65000  10.51988 -16.84677  0.61314  0.00000  0.10000  0.00000  0.00000  0.00000
2.66000  10.34507 -15.35613  0.60637  0.00000  0.10000  0.00000  0.00000  0.00000
2.67000  10.26012 -12.37704  0.59456  0.00000  0.10000  0.00000  0.00000  0.00000
2.68000  10.57959 -11.72819  0.73539  0.00000  0.10000  0.00000  0.00000  0.00000
2.69000  10.69653 -12.47683  0.65316  0.00000  0.10000  0.00000  0.00000  0.00000
2.70000  11.09639 -13.01949  0.74462  0.00000  0.10000  0.00000  0.00000  0.00000
2.71000  10.84175 -9.97045  0.23430  0.00000  0.10000  0.00000  0.00000  0.00000
2.72000  10.90793 -10.50479  0.05481  0.00000  0.10000  0.00000  0.00000  0.00000
2.73000  10.80805 -11.33343 -0.34879  0.00000  0.10000  0.00000  0.00000  0.00000
2.74000  10.66309 -9.64290 -0.23085  0.00000  0.10000  0.00000  0.00000  0.00000
2.75000  10.72178 -9.29319  0.02264  0.00000  0.10000  0.00000  0.00000  0.00000
2.76000  10.83059 -8.83906 -0.28735  0.00000  0.10000  0.00000  0.00000  0.00000
2.77000  10.75668 -9.53284  0.03304  0.00000  0.10000  0.00000  0.00000  0.00000
2.78000  10.92089 -6.25723 -0.27721  0.00000  0.10000  0.00000  0.00000  0.00000
2.79000  11.27018 -6.15835 -0.35202  0.00000  0.10000  0.00000  0.00000  0.00000
2.80000  11.11229 -9.20270 -0.16795  0.00000  0.10000  0.00000  0.00000  0.00000
2.81000  10.84206 -9.50206 -0.22258  0.00000  0.10000  0.00000  0.00000  0.00000
2.82000  10.97915 -8.16378 -0.40742  0.00000  0.10000  0.00000  0.00000  0.00000
2.83000  11.01206 -8.85279 -0.36082  0.00000  0.10000  0.00000  0.00000  0.00000
2.84000  10.93291 -10.30188 -0.22469  0.00000  0.10000  0.00000  0.00000  0.00000
2.85000  10.74027 -8.89125 -0.22194  0.00000  0.10000  0.00000  0.00000  0.00000
2.86000  10.45621 -7.01737 -0.00011  0.00000  0.10000  0.00000  0.00000  0.00000
2.87000  10.48761 -6.83868 -0.10469  0.00000  0.10000  0.00000  0.00000  0.00000
2.88000  10.44455 -6.75559 -0.23414  0.00000  0.10000  0.00000  0.00000  0.00000
2.89000  10.22859 -6.27979 -0.14713  0.00000  0.10000  0.00000  0.00000  0.00000
2.90000  10.28333 -9.83065 -0.33975  0.00000  0.10000  0.00000  0.00000  0.00000
2.91000  10.19192 -9.02614 -0.43537  0.00000  0.10000  0.00000  0.00000  0.00000
2.92000  10.33282 -10.69645 -0.55659  0.00000  0.10000  0.00000  0.00000  0.00000
2.93000  10.00857 -10.08100 -0.71549  0.00000  0.10000  0.00000  0.00000  0.00000
2.94000  10.03948 -10.66073 -0.67057  0.00000  0.10000  0.00000  0.00000  0.00000
2.95000  9.99466 -11.98772 -1.16315  0.00000  0.10000  0.00000  0.00000  0.00000
2.96000  9.81737 -11.58406 -0.90413  0.00000  0.10000  0.00000  0.00000  0.00000
